RU/00102 лж08050,245.0,2020-07-24 01:21:00,2020-07-24 05:26:00
Pr рн-1,15.0,2020-07-24 05:26:00,2020-07-24 05:41:00
RU/00102 лж08050,4105.0,2020-07-24 05:41:00,2020-07-27 02:06:00
withdrawal лж08050,20,2020-07-27 02:06:00,2020-07-27 02:26:00
setting лж08050,40,2020-07-27 02:26:00,2020-07-27 03:06:00
running лж08050,40,2020-07-27 03:06:00,2020-07-27 04:06:00
PR/00150 лж04530,950.0,2020-07-27 04:06:00,2020-07-27 19:56:00
Pr рн-1,12.0,2020-07-27 19:56:00,2020-07-27 20:08:00
Pr рн-2,90.0,2020-07-27 20:08:00,2020-07-27 21:38:00
Pr рн-3,360.0,2020-07-27 21:38:00,2020-07-28 03:38:00
Pr рн-2хс,480.0,2020-07-28 03:38:00,2020-07-28 11:38:00
PR/00150 лж04530,135.0,2020-07-28 11:38:00,2020-07-28 13:53:00
M рн-1,33.0,2020-07-28 13:53:00,2020-07-28 14:26:00
PR/00150 лж04530,8456.0,2020-07-28 14:26:00,2020-08-03 11:22:00
withdrawal лж04530,20,2020-08-03 11:22:00,2020-08-03 11:42:00
setting лж04530,120,2020-08-03 11:42:00,2020-08-03 13:42:00
running лж04530,120,2020-08-03 13:42:00,2020-08-03 14:22:00
KR/00500 лж08498,154.0,2020-08-03 14:22:00,2020-08-03 16:56:00
Pr рн-1,21.0,2020-08-03 16:56:00,2020-08-03 17:17:00
Pr рн-2,120.0,2020-08-03 17:17:00,2020-08-03 19:17:00
KR/00500 лж08498,1182.0,2020-08-03 19:17:00,2020-08-04 14:59:00
M рн-1,33.0,2020-08-04 14:59:00,2020-08-04 15:32:00
KR/00500 лж08498,3782.0,2020-08-04 15:32:00,2020-08-07 06:34:00
